beach_name,date,culture_sample_1_timestamp,culture_sample_1_reading,culture_sample_2_timestamp,culture_sample_2_reading,culture_reading_mean,culture_sample_interval,culture_note,dna_sample_timestamp,dna_sample_1_reading,dna_sample_2_reading,dna_reading_mean,dna_test_id,latitude,longitude,year
63rd Street,2016-08-23,2016-08-23 08:37:00,326.0,2016-08-23 08:38:00,41.0,115.6,1.0,,,,,,,41.7827,-87.5748,2016
Montrose,2008-07-31,2008-07-31 00:00:00,70.3,,98.8,83.3,,,,,,,,41.9655,-87.6385,2008
57th Street,2008-06-04,2008-06-04 00:00:00,83.3,,62.0,71.9,,,,,,,,41.7911,-87.5797,2008
Rogers,2008-07-16,2008-07-16 00:00:00,7.5,,2.1,4.0,,,,,,,,42.0213,-87.6666,2008
Juneway,2014-06-30,2014-06-30 00:00:00,7.0,,15.0,10.2,,,,,,,,42.0224,-87.6674,2014
Montrose,2012-09-12,2012-09-12 00:00:00,39.3,,79.4,55.9,,,,,,,,41.9655,-87.6385,2012
Calumet,2012-09-02,2012-09-02 00:00:00,248.1,,151.5,193.9,,,,,,,,41.7142,-87.5299,2012
Montrose,2012-09-04,2012-09-04 00:00:00,69.7,,67.7,68.7,,,,,,,,41.9655,-87.6385,2012
Rainbow,2012-05-29,2012-05-29 00:00:00,517.2,,435.2,474.4,,,,,,,,41.758,-87.551,2012
Foster,2007-08-08,2007-08-08 00:00:00,11.0,,9.8,10.4,,,,,,,,41.9785,-87.6515,2007
Juneway,2012-06-26,2012-06-26 00:00:00,30.5,,39.9,34.9,,,,,,,,42.0224,-87.6674,2012
12th Street,2013-08-30,2013-08-30 00:00:00,3.0,,10.0,5.5,,,,,,,,41.8638,-87.6083,2013
Osterman,2009-06-30,2009-06-30 00:00:00,23.1,,29.5,26.1,,,,,,,,41.9877,-87.6545,2009
Osterman,2010-08-30,2010-08-30 00:00:00,137.4,,222.4,174.8,,,,,,,,41.9877,-87.6545,2010
Foster,2015-06-11,2015-06-11 00:00:00,313.0,,435.0,369.0,,,,,,,,41.9785,-87.6515,2015
Ohio Street,2014-06-03,2014-06-03 00:00:00,47.0,,40.0,43.4,,,,,,,,41.8935,-87.6152,2014
Calumet,2014-08-07,2014-08-07 00:00:00,5.0,,17.0,9.2,,,,,,,,41.7142,-87.5299,2014
Howard,2009-06-15,2009-06-15 00:00:00,2.0,,2.0,2.0,,,,,,,,42.0188,-87.6663,2009
Montrose,2015-08-24,2015-08-24 00:00:00,40.0,,25.0,31.6,,,,,,,,41.9655,-87.6385,2015
57th Street,2011-07-06,2011-07-06 00:00:00,73.3,,35.9,51.3,,,,,,,,41.7911,-87.5797,2011
Ohio Street,2011-07-01,2011-07-01 00:00:00,47.3,,23.8,33.6,,,,,,,,41.8935,-87.6152,2011
Rainbow,2015-06-17,2015-06-17 00:00:00,145.0,,125.0,134.6,,,2015-06-17 00:00:00,308.0,300.6,304.0,80,41.758,-87.551,2015
Montrose,2014-08-20,2014-08-20 00:00:00,16.0,,18.0,17.0,,,,,,,,41.9655,-87.6385,2014
Ohio Street,2010-08-31,2010-08-31 00:00:00,21.8,,13.5,17.2,,,,,,,,41.8935,-87.6152,2010
Howard,2012-07-26,2012-07-26 00:00:00,4.1,,13.5,7.4,,,,,,,,42.0188,-87.6663,2012
12th Street,2010-07-08,2010-07-08 00:00:00,146.7,,193.5,168.5,,,,,,,,41.8638,-87.6083,2010
Howard,2008-06-06,2008-06-06 00:00:00,16.0,,9.7,12.5,,,,,,,,42.0188,-87.6663,2008
Foster,2007-07-27,2007-07-27 00:00:00,146.7,,93.3,117.0,,,,,,,,41.9785,-87.6515,2007
Oak Street,2010-07-14,2010-07-14 00:00:00,4.1,,47.3,13.9,,,,,,,,41.9032,-87.6235,2010
Rogers,2014-08-29,2014-08-29 00:00:00,22.0,,14.0,17.5,,,,,,,,42.0213,-87.6666,2014
Foster,2016-07-18,2016-07-18 09:20:00,24.0,2016-07-18 09:21:00,132.0,56.3,1.0,,,,,,,41.9785,-87.6515,2016
57th Street,2013-07-10,2013-07-10 00:00:00,727.0,,345.0,500.8,,,,,,,,41.7911,-87.5797,2013
12th Street,2014-08-15,2014-08-15 00:00:00,4.0,,16.0,8.0,,,,,,,,41.8638,-87.6083,2014
63rd Street,2016-07-07,2016-07-07 07:15:00,308.0,2016-07-07 07:20:00,770.0,487.0,5.0,,2016-07-07 11:50:00,974.0,1174.0,1069.3,1107,41.7827,-87.5748,2016
South Shore,2010-06-10,2010-06-10 00:00:00,110.6,,21.3,48.5,,,,,,,,41.7689,-87.5636,2010
North Avenue,2010-06-01,2010-06-01 00:00:00,14.8,,9.7,12.0,,,,,,,,41.9148,-87.6273,2010
Calumet,2015-06-29,2015-06-29 00:00:00,140.0,,43.0,77.6,,,,,,,,41.7142,-87.5299,2015
North Avenue,2013-06-03,2013-06-03 00:00:00,14.0,,8.0,10.6,,,,,,,,41.9148,-87.6273,2013
Osterman,2008-06-11,2008-06-11 00:00:00,9.6,,4.1,6.3,,,,,,,,41.9877,-87.6545,2008
Howard,2011-06-11,2011-06-11 00:00:00,107.6,,145.0,124.9,,,,,,,,42.0188,-87.6663,2011
Leone,2014-09-11,2014-09-11 00:00:00,328.0,,613.0,448.4,,,,,,,,42.0131,-87.6635,2014
Juneway,2016-06-22,2016-06-22 10:50:00,1.0,2016-06-22 10:51:00,1.0,1.0,1.0,,,,,,,42.0224,-87.6674,2016
Osterman,2008-06-10,2008-06-10 00:00:00,12.0,,9.6,10.7,,,,,,,,41.9877,-87.6545,2008
57th Street,2016-08-05,2016-08-05 06:59:00,15.0,2016-08-05 07:15:00,,3.9,16.0,,,,,,,41.7911,-87.5797,2016
57th Street,2013-08-27,2013-08-27 00:00:00,7.0,,20.0,11.8,,,,,,,,41.7911,-87.5797,2013
North Avenue,2006-06-29,2006-06-29 00:00:00,2.0,,2.0,2.0,,,,,,,,41.9148,-87.6273,2006
Ohio Street,2014-06-23,2014-06-23 00:00:00,387.0,,517.0,447.3,,,,,,,,41.8935,-87.6152,2014
63rd Street,2015-07-08,2015-07-08 00:00:00,81.0,,101.0,90.4,,,2015-07-08 00:00:00,156.6,227.5,189.0,135,41.7827,-87.5748,2015
12th Street,2007-08-25,2007-08-25 00:00:00,26.2,,13.4,18.7,,,,,,,,41.8638,-87.6083,2007
Oak Street,2011-07-12,2011-07-12 00:00:00,20.3,,7.5,12.3,,,,,,,,41.9032,-87.6235,2011
Oak Street,2013-05-29,2013-05-29 00:00:00,47.4,,31.3,38.5,,,,,,,,41.9032,-87.6235,2013
Rogers,2015-08-07,2015-08-07 00:00:00,20.0,,20.0,20.0,,,,,,,,42.0213,-87.6666,2015
Foster,2006-08-17,2006-08-17 00:00:00,2.0,,4.1,2.9,,,,,,,,41.9785,-87.6515,2006
Juneway,2006-09-01,2006-09-01 00:00:00,178.5,,148.3,162.7,,,,,,,,42.0224,-87.6674,2006
57th Street,2006-08-22,2006-08-22 00:00:00,86.2,,54.5,68.5,,,,,,,,41.7911,-87.5797,2006
Ohio Street,2007-07-20,2007-07-20 00:00:00,185.0,,198.9,191.8,,,,,,,,41.8935,-87.6152,2007
Calumet,2008-08-25,2008-08-25 00:00:00,62.4,,59.1,60.7,,,,,,,,41.7142,-87.5299,2008
63rd Street,2016-09-01,2016-09-01 08:15:00,133.0,2016-09-01 08:16:00,107.0,119.3,1.0,,2016-09-01 14:03:00,179.0,182.0,180.5,2173,41.7827,-87.5748,2016
Rainbow,2008-08-01,2008-08-01 00:00:00,104.3,,72.7,87.1,,,,,,,,41.758,-87.551,2008
Foster,2010-07-15,2010-07-15 00:00:00,48.8,,35.5,41.6,,,,,,,,41.9785,-87.6515,2010
Calumet,2015-06-30,2015-06-30 00:00:00,11.0,,5.0,7.4,,,2015-06-30 00:00:00,16.6,25.7,21.0,260,41.7142,-87.5299,2015
57th Street,2009-07-09,2009-07-09 00:00:00,325.5,,298.7,311.8,,,,,,,,41.7911,-87.5797,2009
Osterman,2010-07-13,2010-07-13 00:00:00,13.5,,14.6,14.0,,,,,,,,41.9877,-87.6545,2010
South Shore,2015-08-24,2015-08-24 00:00:00,78.0,,88.0,82.8,,,,,,,,41.7689,-87.5636,2015
Ohio Street,2009-07-17,2009-07-17 00:00:00,39.9,,74.9,54.7,,,,,,,,41.8935,-87.6152,2009
57th Street,2013-08-13,2013-08-13 00:00:00,579.0,,190.0,331.7,,,,,,,,41.7911,-87.5797,2013
Juneway,2014-07-09,2014-07-09 00:00:00,1.0,,1.0,1.0,,,,,,,,42.0224,-87.6674,2014
Howard,2010-06-28,2010-06-28 00:00:00,29.9,,16.0,21.9,,,,,,,,42.0188,-87.6663,2010
Juneway,2008-07-17,2008-07-17 00:00:00,45.7,,54.8,50.0,,,,,,,,42.0224,-87.6674,2008
57th Street,2012-05-24,2012-05-24 00:00:00,98.7,,70.5,83.4,,,,,,,,41.7911,-87.5797,2012
63rd Street,2015-09-16,2015-09-16 00:00:00,20.0,,12.0,15.5,,,,,,,,41.7827,-87.5748,2015
Oak Street,2006-05-23,2006-05-23 00:00:00,19.9,,24.3,22.0,,,,,,,,41.9032,-87.6235,2006
Leone,2015-05-28,2015-05-28 00:00:00,1.0,,1.0,1.0,,,,,,,,42.0131,-87.6635,2015
12th Street,2010-06-24,2010-06-24 00:00:00,77.1,,23.3,42.4,,,,,,,,41.8638,-87.6083,2010
Juneway,2006-07-25,2006-07-25 00:00:00,10.9,,15.8,13.1,,,,,,,,42.0224,-87.6674,2006
63rd Street,2016-07-22,2016-07-22 07:25:00,1986.0,2016-07-22 07:30:00,303.0,775.7,5.0,,2016-07-22 12:42:00,2463.0,795.0,1399.3,1385,41.7827,-87.5748,2016
Rainbow,2012-07-03,2012-07-03 00:00:00,41.4,,38.4,39.9,,,,,,,,41.758,-87.551,2012
Oak Street,2010-07-15,2010-07-15 00:00:00,290.9,,249.5,269.4,,,,,,,,41.9032,-87.6235,2010
Rainbow,2008-07-23,2008-07-23 00:00:00,121.1,,157.6,138.1,,,,,,,,41.758,-87.551,2008
Foster,2007-06-05,2007-06-05 00:00:00,185.0,,218.7,201.1,,,,,,,,41.9785,-87.6515,2007
Howard,2010-06-21,2010-06-21 00:00:00,60.2,,32.8,44.4,,,,,,,,42.0188,-87.6663,2010
Ohio Street,2009-07-10,2009-07-10 00:00:00,4.1,,7.4,5.5,,,,,,,,41.8935,-87.6152,2009
Oak Street,2011-08-23,2011-08-23 00:00:00,7.4,,7.5,7.4,,,,,,,,41.9032,-87.6235,2011
Rainbow,2015-08-21,2015-08-21 00:00:00,12.0,,11.0,11.5,,,2015-08-21 00:00:00,241.5,217.5,229.0,103,41.758,-87.551,2015
Montrose,2006-08-24,2006-08-24 00:00:00,517.2,,387.3,447.6,,,,,,,,41.9655,-87.6385,2006
Foster,2010-07-09,2010-07-09 00:00:00,727.0,,920.8,818.2,,,,,,,,41.9785,-87.6515,2010
Leone,2013-06-20,2013-06-20 00:00:00,5.0,,7.0,5.9,,,,,,,,42.0131,-87.6635,2013
North Avenue,2008-07-02,2008-07-02 00:00:00,8.5,,12.0,10.1,,,,,,,,41.9148,-87.6273,2008
12th Street,2012-08-10,2012-08-10 00:00:00,1732.9,,1299.7,1500.7,,,,,,,,41.8638,-87.6083,2012
Calumet,2015-07-16,2015-07-16 00:00:00,461.0,,488.0,474.3,,,2015-07-16 00:00:00,198.5,304.2,246.0,120,41.7142,-87.5299,2015
Oak Street,2010-08-04,2010-08-04 00:00:00,148.3,,224.7,182.5,,,,,,,,41.9032,-87.6235,2010
Oak Street,2006-07-05,2006-07-05 00:00:00,,,1.0,1.0,,,,,,,,41.9032,-87.6235,2006
Howard,2011-08-19,2011-08-19 00:00:00,5.2,,2.0,3.2,,,,,,,,42.0188,-87.6663,2011
Oak Street,2007-06-05,2007-06-05 00:00:00,172.3,,193.5,182.6,,,,,,,,41.9032,-87.6235,2007
South Shore,2010-07-13,2010-07-13 00:00:00,193.5,,325.5,251.0,,,,,,,,41.7689,-87.5636,2010
57th Street,2009-05-26,2009-05-26 00:00:00,13.5,,21.3,17.0,,,,,,,,41.7911,-87.5797,2009
Calumet,2010-08-04,2010-08-04 00:00:00,93.4,,104.6,98.8,,,,,,,,41.7142,-87.5299,2010
12th Street,2012-08-17,2012-08-17 00:00:00,71.7,,78.0,74.8,,,,,,,,41.8638,-87.6083,2012
12th Street,2016-08-22,2016-08-22 10:05:00,1.0,2016-08-22 10:07:00,2.0,1.4,2.0,,,,,,,41.8638,-87.6083,2016
63rd Street,2015-07-22,2015-07-22 00:00:00,37.0,,55.0,45.1,,,2015-07-22 00:00:00,14.6,35.1,23.0,265,41.7827,-87.5748,2015
Rainbow,2006-08-02,2006-08-02 00:00:00,46.4,,69.7,56.9,,,,,,,,41.758,-87.551,2006
Ohio Street,2009-06-15,2009-06-15 00:00:00,5.2,,2.0,3.2,,,,,,,,41.8935,-87.6152,2009
Oak Street,2008-08-27,2008-08-27 00:00:00,23.1,,29.2,26.0,,,,,,,,41.9032,-87.6235,2008
Oak Street,2015-09-03,2015-09-03 00:00:00,34.0,,16.0,23.3,,,,,,,,41.9032,-87.6235,2015
Juneway,2015-07-16,2015-07-16 00:00:00,46.0,,58.0,51.7,,,,,,,,42.0224,-87.6674,2015
Ohio Street,2009-08-13,2009-08-13 00:00:00,61.3,,59.8,60.5,,,,,,,,41.8935,-87.6152,2009
Howard,2008-08-13,2008-08-13 00:00:00,547.5,,344.8,434.5,,,,,,,,42.0188,-87.6663,2008
Oak Street,2013-07-26,2013-07-26 00:00:00,24.0,,4.0,9.8,,,,,,,,41.9032,-87.6235,2013
57th Street,2016-08-30,2016-08-30 08:40:00,35.0,2016-08-30 08:42:00,48.0,41.0,2.0,,,,,,,41.7911,-87.5797,2016
Juneway,2007-08-25,2007-08-25 00:00:00,307.6,,517.2,398.9,,,,,,,,42.0224,-87.6674,2007
63rd Street,2006-08-30,2006-08-30 00:00:00,83.9,,53.7,67.1,,,,,,,,41.7827,-87.5748,2006
Rainbow,2009-07-30,2009-07-30 00:00:00,95.9,,117.8,106.3,,,,,,,,41.758,-87.551,2009
Foster,2009-08-18,2009-08-18 00:00:00,15.8,,23.1,19.1,,,,,,,,41.9785,-87.6515,2009
Leone,2011-06-03,2011-06-03 00:00:00,16.0,,15.8,15.9,,,,,,,,42.0131,-87.6635,2011
Ohio Street,2006-05-23,2006-05-23 00:00:00,22.8,,14.6,18.2,,,,,,,,41.8935,-87.6152,2006
Rogers,2006-08-24,2006-08-24 00:00:00,77.1,,56.3,65.9,,,,,,,,42.0213,-87.6666,2006
Calumet,2011-08-08,2011-08-08 00:00:00,238.2,,206.4,221.7,,,,,,,,41.7142,-87.5299,2011
Howard,2008-08-01,2008-08-01 00:00:00,77.6,,53.7,64.6,,,,,,,,42.0188,-87.6663,2008
63rd Street,2009-08-27,2009-08-27 00:00:00,410.6,,298.7,350.2,,,,,,,,41.7827,-87.5748,2009
Calumet,2013-05-21,2013-05-21 00:00:00,770.0,,91.0,264.7,,,,,,,,41.7142,-87.5299,2013
Foster,2007-08-16,2007-08-16 00:00:00,224.7,,235.9,230.2,,,,,,,,41.9785,-87.6515,2007
Oak Street,2008-07-16,2008-07-16 00:00:00,6.2,,2.0,3.5,,,,,,,,41.9032,-87.6235,2008
57th Street,2016-06-07,2016-06-07 09:20:00,9.0,2016-06-07 09:25:00,4.0,6.0,5.0,,,,,,,41.7911,-87.5797,2016
Ohio Street,2010-07-23,2010-07-23 00:00:00,6.3,,24.6,12.4,,,,,,,,41.8935,-87.6152,2010
Rainbow,2013-06-24,2013-06-24 00:00:00,25.0,,9.0,15.0,,,,,,,,41.758,-87.551,2013
63rd Street,2011-07-26,2011-07-26 00:00:00,14.6,,19.9,17.0,,,,,,,,41.7827,-87.5748,2011
Oak Street,2011-06-22,2011-06-22 00:00:00,307.6,,193.5,244.0,,,,,,,,41.9032,-87.6235,2011
Foster,2013-05-28,2013-05-28 00:00:00,47.9,,65.7,56.1,,,,,,,,41.9785,-87.6515,2013
Leone,2006-08-08,2006-08-08 00:00:00,111.2,,93.4,101.9,,,,,,,,42.0131,-87.6635,2006
Ohio Street,2011-07-21,2011-07-21 00:00:00,22.6,,6.3,11.9,,,,,,,,41.8935,-87.6152,2011
Montrose,2011-08-30,2011-08-30 00:00:00,75.4,,69.1,72.2,,,,,,,,41.9655,-87.6385,2011
63rd Street,2006-07-28,2006-07-28 00:00:00,2419.6,,2419.6,2419.6,,,,,,,,41.7827,-87.5748,2006
Rogers,2015-06-05,2015-06-05 00:00:00,16.0,,23.0,19.2,,,,,,,,42.0213,-87.6666,2015
57th Street,2015-06-25,2015-06-25 00:00:00,68.0,,108.0,85.7,,,,,,,,41.7911,-87.5797,2015
Rainbow,2010-09-02,2010-09-02 00:00:00,517.2,,1732.9,946.7,,,,,,,,41.758,-87.551,2010
Rainbow,2013-07-15,2013-07-15 00:00:00,144.0,,172.0,157.4,,,,,,,,41.758,-87.551,2013
Osterman,2011-07-26,2011-07-26 00:00:00,13.2,,14.5,13.8,,,,,,,,41.9877,-87.6545,2011
South Shore,2007-08-02,2007-08-02 00:00:00,82.0,,63.1,71.9,,,,,,,,41.7689,-87.5636,2007
Foster,2016-06-14,2016-06-14 10:00:00,1.0,2016-06-14 10:01:00,4.0,2.0,1.0,,,,,,,41.9785,-87.6515,2016
Rogers,2007-06-26,2007-06-26 00:00:00,2.0,,1.0,1.4,,,,,,,,42.0213,-87.6666,2007
Calumet,2013-08-18,2013-08-18 00:00:00,4.0,,17.0,8.2,,,,,,,,41.7142,-87.5299,2013
Foster,2013-07-24,2013-07-24 00:00:00,130.0,,148.0,138.7,,,,,,,,41.9785,-87.6515,2013
12th Street,2008-08-20,2008-08-20 00:00:00,37.3,,20.1,27.4,,,,,,,,41.8638,-87.6083,2008
Ohio Street,2006-06-16,2006-06-16 00:00:00,39.9,,21.1,29.0,,,,,,,,41.8935,-87.6152,2006
Osterman,2007-06-20,2007-06-20 00:00:00,27.0,,25.9,26.4,,,,,,,,41.9877,-87.6545,2007
Juneway,2009-08-07,2009-08-07 00:00:00,435.2,,248.1,328.6,,,,,,,,42.0224,-87.6674,2009
Osterman,2006-06-21,2006-06-21 00:00:00,686.7,,579.4,630.8,,,,,,,,41.9877,-87.6545,2006
Leone,2006-07-14,2006-07-14 00:00:00,110.6,,95.9,103.0,,,,,,,,42.0131,-87.6635,2006
Rogers,2008-06-12,2008-06-12 00:00:00,36.4,,35.9,36.1,,,,,,,,42.0213,-87.6666,2008
North Avenue,2011-07-15,2011-07-15 00:00:00,7.4,,9.8,8.5,,,,,,,,41.9148,-87.6273,2011
Montrose,2010-08-26,2010-08-26 00:00:00,7.5,,6.3,6.9,,,,,,,,41.9655,-87.6385,2010
North Avenue,2011-06-01,2011-06-01 00:00:00,12.1,,47.1,23.9,,,,,,,,41.9148,-87.6273,2011
South Shore,2010-05-25,2010-05-25 00:00:00,770.1,,325.5,500.7,,,,,,,,41.7689,-87.5636,2010
South Shore,2013-06-19,2013-06-19 00:00:00,70.0,,45.0,56.1,,,,,,,,41.7689,-87.5636,2013
12th Street,2009-08-19,2009-08-19 00:00:00,2419.6,,1553.3,1938.7,,,,,,,,41.8638,-87.6083,2009
12th Street,2013-07-05,2013-07-05 00:00:00,11.0,,16.0,13.3,,,,,,,,41.8638,-87.6083,2013
North Avenue,2015-06-22,2015-06-22 00:00:00,1.0,,4.0,2.0,,,,,,,,41.9148,-87.6273,2015
Rainbow,2008-08-27,2008-08-27 00:00:00,20.1,,60.9,35.0,,,,,,,,41.758,-87.551,2008
12th Street,2013-09-09,2013-09-09 00:00:00,42.0,,54.0,47.6,,,,,,,,41.8638,-87.6083,2013
Rogers,2016-08-22,2016-08-22 10:25:00,2.0,2016-08-22 10:26:00,1.0,1.4,1.0,,,,,,,42.0213,-87.6666,2016
Rogers,2010-08-13,2010-08-13 00:00:00,24.6,,32.7,28.4,,,,,,,,42.0213,-87.6666,2010
Rogers,2008-07-23,2008-07-23 00:00:00,387.3,,238.2,303.7,,,,,,,,42.0213,-87.6666,2008
63rd Street,2007-08-13,2007-08-13 00:00:00,613.1,,303.6,431.4,,,,,,,,41.7827,-87.5748,2007
Osterman,2016-06-20,2016-06-20 10:20:00,1.0,2016-06-20 10:21:00,1.0,1.0,1.0,,,,,,,41.9877,-87.6545,2016
Calumet,2015-06-06,2015-06-06 00:00:00,137.0,,236.0,179.8,,,,,,,,41.7142,-87.5299,2015
12th Street,2011-05-31,2011-05-31 00:00:00,14.4,,42.0,24.6,,,,,,,,41.8638,-87.6083,2011
Juneway,2013-06-18,2013-06-18 00:00:00,157.0,,172.0,164.3,,,,,,,,42.0224,-87.6674,2013
Rogers,2013-08-02,2013-08-02 00:00:00,10.0,,10.0,10.0,,,,,,,,42.0213,-87.6666,2013
North Avenue,2010-06-25,2010-06-25 00:00:00,34.5,,10.8,19.3,,,,,,,,41.9148,-87.6273,2010
Ohio Street,2008-07-16,2008-07-16 00:00:00,3.1,,3.1,3.1,,,,,,,,41.8935,-87.6152,2008
North Avenue,2009-08-24,2009-08-24 00:00:00,9.7,,35.9,18.7,,,,,,,,41.9148,-87.6273,2009
63rd Street,2013-06-13,2013-06-13 00:00:00,91.0,,86.0,88.5,,,,,,,,41.7827,-87.5748,2013
Ohio Street,2014-08-11,2014-08-11 00:00:00,19.0,,13.0,15.7,,,,,,,,41.8935,-87.6152,2014
Howard,2015-08-07,2015-08-07 00:00:00,19.0,,24.0,21.4,,,,,,,,42.0188,-87.6663,2015
Osterman,2006-07-13,2006-07-13 00:00:00,34.1,,61.3,45.7,,,,,,,,41.9877,-87.6545,2006
63rd Street,2012-08-30,2012-08-30 00:00:00,8.6,,4.1,5.9,,,,,,,,41.7827,-87.5748,2012
Juneway,2008-06-26,2008-06-26 00:00:00,1.0,,2.0,1.4,,,,,,,,42.0224,-87.6674,2008
Juneway,2015-08-26,2015-08-26 00:00:00,7.0,,5.0,5.9,,,,,,,,42.0224,-87.6674,2015
Rainbow,2009-06-19,2009-06-19 00:00:00,104.6,,135.4,119.0,,,,,,,,41.758,-87.551,2009
Juneway,2007-07-12,2007-07-12 00:00:00,12.1,,13.4,12.7,,,,,,,,42.0224,-87.6674,2007
Ohio Street,2007-06-28,2007-06-28 00:00:00,209.8,,185.0,197.0,,,,,,,,41.8935,-87.6152,2007
Oak Street,2011-08-03,2011-08-03 00:00:00,86.2,,37.9,57.2,,,,,,,,41.9032,-87.6235,2011
Rogers,2007-07-03,2007-07-03 00:00:00,13.2,,7.4,9.9,,,,,,,,42.0213,-87.6666,2007
Rainbow,2006-06-09,2006-06-09 00:00:00,,,,1.0,,,,,,,,41.758,-87.551,2006
Osterman,2009-05-22,2009-05-22 00:00:00,133.4,,107.1,119.5,,,,,,,,41.9877,-87.6545,2009
63rd Street,2013-07-31,2013-07-31 00:00:00,397.0,,26.0,101.6,,,,,,,,41.7827,-87.5748,2013
57th Street,2006-06-07,2006-06-07 00:00:00,365.4,,387.3,376.2,,,,,,,,41.7911,-87.5797,2006
57th Street,2006-08-25,2006-08-25 00:00:00,68.9,,93.3,80.2,,,,,,,,41.7911,-87.5797,2006
Juneway,2008-06-25,2008-06-25 00:00:00,2.0,,1.0,1.4,,,,,,,,42.0224,-87.6674,2008
Foster,2009-08-19,2009-08-19 00:00:00,36.9,,62.4,48.0,,,,,,,,41.9785,-87.6515,2009
57th Street,2011-05-26,2011-05-26 00:00:00,20.3,,65.7,36.5,,,,,,,,41.7911,-87.5797,2011
Rainbow,2009-07-14,2009-07-14 00:00:00,172.3,,40.4,83.4,,,,,,,,41.758,-87.551,2009
Foster,2015-07-15,2015-07-15 00:00:00,199.0,,411.0,286.0,,,,,,,,41.9785,-87.6515,2015
Calumet,2013-08-12,2013-08-12 00:00:00,10.0,,15.0,12.2,,,,,,,,41.7142,-87.5299,2013
Oak Street,2012-06-14,2012-06-14 00:00:00,5.2,,6.2,5.7,,,,,,,,41.9032,-87.6235,2012
Rainbow,2009-05-27,2009-05-27 00:00:00,32.8,,37.7,35.2,,,,,,,,41.758,-87.551,2009
Osterman,2014-06-19,2014-06-19 00:00:00,108.0,,127.0,117.1,,,,,,,,41.9877,-87.6545,2014
63rd Street,2011-08-30,2011-08-30 00:00:00,26.2,,18.9,22.3,,,,,,,,41.7827,-87.5748,2011
Leone,2016-09-02,2016-09-02 10:05:00,135.0,2016-09-02 10:06:00,107.0,120.2,1.0,,,,,,,42.0131,-87.6635,2016
Juneway,2010-05-27,2010-05-27 00:00:00,83.6,,113.4,97.4,,,,,,,,42.0224,-87.6674,2010
Ohio Street,2014-07-11,2014-07-11 00:00:00,148.0,,55.0,90.2,,,,,,,,41.8935,-87.6152,2014
63rd Street,2011-08-31,2011-08-31 00:00:00,16.0,,14.6,15.3,,,,,,,,41.7827,-87.5748,2011
57th Street,2014-07-02,2014-07-02 00:00:00,101.0,,22.0,47.1,,,,,,,,41.7911,-87.5797,2014
South Shore,2013-06-24,2013-06-24 00:00:00,488.0,,1203.0,766.2,,,,,,,,41.7689,-87.5636,2013
Juneway,2011-07-23,2011-07-23 00:00:00,27.9,,24.6,26.2,,,,,,,,42.0224,-87.6674,2011
Ohio Street,2014-07-01,2014-07-01 00:00:00,5.0,,2.0,3.2,,,,,,,,41.8935,-87.6152,2014
57th Street,2009-08-17,2009-08-17 00:00:00,547.5,,36.8,141.9,,,,,,,,41.7911,-87.5797,2009
Juneway,2015-05-28,2015-05-28 00:00:00,1.0,,2.0,1.4,,,,,,,,42.0224,-87.6674,2015
South Shore,2013-06-17,2013-06-17 00:00:00,5.0,,5.0,5.0,,,,,,,,41.7689,-87.5636,2013
Osterman,2008-06-26,2008-06-26 00:00:00,3.1,,12.1,6.1,,,,,,,,41.9877,-87.6545,2008
Leone,2015-06-17,2015-06-17 00:00:00,140.0,,194.0,164.8,,,,,,,,42.0131,-87.6635,2015
North Avenue,2011-07-11,2011-07-11 00:00:00,60.9,,83.9,71.5,,,,,,,,41.9148,-87.6273,2011
Osterman,2007-06-25,2007-06-25 00:00:00,25.0,,21.6,23.2,,,,,,,,41.9877,-87.6545,2007
12th Street,2007-06-13,2007-06-13 00:00:00,133.3,,73.3,98.8,,,,,,,,41.8638,-87.6083,2007
63rd Street,2014-07-29,2014-07-29 00:00:00,770.0,,649.0,706.9,,,,,,,,41.7827,-87.5748,2014
Osterman,2012-07-25,2012-07-25 00:00:00,38.3,,24.3,30.5,,,,,,,,41.9877,-87.6545,2012
North Avenue,2011-08-10,2011-08-10 00:00:00,31.5,,27.9,29.6,,,,,,,,41.9148,-87.6273,2011
Rainbow,2011-08-12,2011-08-12 00:00:00,15.8,,73.3,34.0,,,,,,,,41.758,-87.551,2011
12th Street,2008-08-26,2008-08-26 00:00:00,10.9,,6.1,8.2,,,,,,,,41.8638,-87.6083,2008
North Avenue,2008-08-14,2008-08-14 00:00:00,51.2,,67.7,58.9,,,,,,,,41.9148,-87.6273,2008
Calumet,2008-07-04,2008-07-04 00:00:00,23.1,,17.1,19.9,,,,,,,,41.7142,-87.5299,2008
Ohio Street,2014-06-12,2014-06-12 00:00:00,51.0,,108.0,74.2,,,,,,,,41.8935,-87.6152,2014
Calumet,2013-06-18,2013-06-18 00:00:00,228.0,,173.0,198.6,,,,,,,,41.7142,-87.5299,2013
Ohio Street,2012-08-01,2012-08-01 00:00:00,15.8,,13.5,14.6,,,,,,,,41.8935,-87.6152,2012
12th Street,2012-07-23,2012-07-23 00:00:00,14.4,,121.1,41.8,,,,,,,,41.8638,-87.6083,2012
Juneway,2015-07-09,2015-07-09 00:00:00,93.0,,105.0,98.8,,,,,,,,42.0224,-87.6674,2015
Calumet,2012-05-24,2012-05-24 00:00:00,11.0,,7.4,9.0,,,,,,,,41.7142,-87.5299,2012
